,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
342,Southern Border Cargo,2017,THA,12,Box/Carton,Helianthus,CA Otay Mesa
343,Southern Border Cargo,2017,THA,18,Box/Carton,Achillea,CA Otay Mesa
344,Southern Border Cargo,2017,THA,112000,Stems,Hypericum,CA Otay Mesa
345,Southern Border Cargo,2017,THA,38,Box/Carton,Moluccella,CA Otay Mesa
346,Southern Border Cargo,2017,THA,17,Box/Carton,Helianthus,CA Otay Mesa
347,Southern Border Cargo,2017,THA,38,Box/Carton,Helianthus,CA Otay Mesa
348,Southern Border Cargo,2017,THA,15,Box/Carton,Hydrangea,CA Otay Mesa
349,Southern Border Cargo,2017,THA,140,Box/Carton,Ornithogalum,CA Otay Mesa
350,Southern Border Cargo,2017,THA,80,Box/Carton,Campanula,CA Otay Mesa
351,Southern Border Cargo,2018,THA,140,Box/Carton,Rosa,CA Otay Mesa
352,Southern Border Cargo,2018,THA,520,Box/Carton,Leucadendron,CA Otay Mesa
353,Southern Border Cargo,2018,THA,13,Box/Carton,Leucospermum,CA Otay Mesa
354,Southern Border Cargo,2018,THA,200,Stems,Limonium,CA Otay Mesa
355,Southern Border Cargo,2018,THA,10,Stems,Limonium,CA Otay Mesa
356,Southern Border Cargo,2018,THA,50,Stems,Leucadendron,CA Otay Mesa
357,Southern Border Cargo,2018,THA,140750,Stems,Campanula,CA Otay Mesa
358,Southern Border Cargo,2018,THA,434,Box/Carton,Gypsophila,CA Otay Mesa
359,Southern Border Cargo,2018,THA,270,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
360,Southern Border Cargo,2018,THA,1425,Stems,Helianthus,CA Otay Mesa
361,Southern Border Cargo,2018,THA,185,Box/Carton,Chrysanthemum,CA Otay Mesa
362,Southern Border Cargo,2018,THA,175,Box/Carton,Chrysanthemum,CA Otay Mesa
363,Southern Border Cargo,2018,THA,50,Box/Carton,"Bouquet, Rose",CA Otay Mesa
364,Southern Border Cargo,2018,THA,10125,Stems,Chrysanthemum,CA Otay Mesa
365,Southern Border Cargo,2018,THA,405,Box/Carton,Scabiosa,CA Otay Mesa
366,Southern Border Cargo,2018,THA,125430,Stems,Zantedeschia,CA Otay Mesa
367,Southern Border Cargo,2018,THA,64650,Stems,Ruscus,CA Otay Mesa
368,Southern Border Cargo,2018,THA,13820,Stems,Alstroemeria,CA Otay Mesa
369,Southern Border Cargo,2018,THA,69,Box/Carton,Dianthus,CA Otay Mesa
370,Southern Border Cargo,2018,THA,160,Box/Carton,Dianthus (mini),CA Otay Mesa
371,Southern Border Cargo,2018,THA,790,Stems,Dianthus,CA Otay Mesa
372,Southern Border Cargo,2018,THA,112240,Stems,Dianthus (mini),CA Otay Mesa
373,Southern Border Cargo,2019,THA,176,Box/Carton,Dianthus,CA Otay Mesa
374,Southern Border Cargo,2019,THA,480,Box/Carton,Alstroemeria,CA Otay Mesa
375,Southern Border Cargo,2019,THA,150,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
376,Southern Border Cargo,2019,THA,15,Box/Carton,"Bouquet, Rose",CA Otay Mesa
377,Southern Border Cargo,2019,THA,84,Box/Carton,Helianthus,CA Otay Mesa
378,Southern Border Cargo,2019,THA,18,Box/Carton,Hydrangea,CA Otay Mesa
379,Southern Border Cargo,2019,THA,24,Box/Carton,Brassica,CA Otay Mesa
380,Southern Border Cargo,2019,THA,26,Box/Carton,Lilium,CA Otay Mesa
381,Southern Border Cargo,2019,THA,8,Box/Carton,Aster,CA Otay Mesa
382,Southern Border Cargo,2019,THA,51,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
383,Southern Border Cargo,2019,THA,17,Box/Carton,Chrysanthemum,CA Otay Mesa
384,Southern Border Cargo,2019,THA,17,Box/Carton,Godetia,CA Otay Mesa
385,Southern Border Cargo,2019,THA,128,Box/Carton,Gypsophila,CA Otay Mesa
386,Southern Border Cargo,2019,THA,29,Box/Carton,Liatris,CA Otay Mesa
387,Southern Border Cargo,2019,THA,62,Box/Carton,Aralia,CA Otay Mesa
388,Southern Border Cargo,2019,THA,61,Box/Carton,Chrysanthemum (pom-pon),CA Otay Mesa
389,Southern Border Cargo,2019,THA,9,Box/Carton,Gerbera,CA Otay Mesa
390,Southern Border Cargo,2019,THA,48,Box/Carton,Anigozanthos,CA Otay Mesa
391,Southern Border Cargo,2019,THA,120,Box/Carton,Chrysanthemum,CA Otay Mesa
392,Southern Border Cargo,2019,THA,8,Box/Carton,Delphinium,CA Otay Mesa
393,Southern Border Cargo,2019,THA,35,Box/Carton,Dianthus (mini),CA Otay Mesa
394,Southern Border Cargo,2019,THA,143,Box/Carton,Pittosporum,CA Otay Mesa
395,Southern Border Cargo,2019,THA,58,Box/Carton,Chrysanthemum (pom-pon),CA Otay Mesa
396,Southern Border Cargo,2019,THA,15,Box/Carton,Ranunculus,CA Otay Mesa
397,Southern Border Cargo,2019,THA,8,Box/Carton,Chrysanthemum (pom-pon),CA Otay Mesa
398,Southern Border Cargo,2019,THA,26,Box/Carton,Dianthus,CA Otay Mesa
399,Southern Border Cargo,2019,THA,11,Box/Carton,Matthiola,CA Otay Mesa
400,Southern Border Cargo,2019,THA,41,Box/Carton,Lisianthus,CA Otay Mesa
401,Southern Border Cargo,2019,THA,400,Box/Carton,Matthiola,CA Otay Mesa
402,Southern Border Cargo,2019,THA,29,Box/Carton,Helianthus,CA Otay Mesa
403,Southern Border Cargo,2019,THA,40,Box/Carton,Ammi,CA Otay Mesa
404,Southern Border Cargo,2019,THA,15,Box/Carton,Bupleurum,CA Otay Mesa
405,Southern Border Cargo,2019,THA,77,Box/Carton,Dianthus,CA Otay Mesa
406,Southern Border Cargo,2019,THA,90,Box/Carton,Delphinium,CA Otay Mesa
407,Southern Border Cargo,2019,THA,85,Box/Carton,Gypsophila,CA Otay Mesa
408,Southern Border Cargo,2019,THA,8,Box/Carton,Hypericum,CA Otay Mesa
409,Southern Border Cargo,2019,THA,136,Box/Carton,Kalanchoe,CA Otay Mesa
410,Southern Border Cargo,2019,THA,11,Box/Carton,Brassica,CA Otay Mesa
411,Southern Border Cargo,2019,THA,32,Box/Carton,Delphinium,CA Otay Mesa
412,Southern Border Cargo,2019,THA,45,Box/Carton,Lisianthus,CA Otay Mesa
413,Southern Border Cargo,2019,THA,25,Box/Carton,Matthiola,CA Otay Mesa
414,Southern Border Cargo,2019,THA,68,Box/Carton,Phlox,CA Otay Mesa
415,Southern Border Cargo,2019,THA,120,Box/Carton,Ranunculus,CA Otay Mesa
416,Southern Border Cargo,2019,THA,9,Box/Carton,Antirrhinum,CA Otay Mesa
417,Southern Border Cargo,2020,THA,30,Box/Carton,Veronica,CA Otay Mesa
418,Southern Border Cargo,2020,THA,52,Box/Carton,Zantedeschia,CA Otay Mesa
419,Southern Border Cargo,2020,THA,31,Box/Carton,Achillea,CA Otay Mesa
420,Southern Border Cargo,2020,THA,11,Box/Carton,Alstroemeria,CA Otay Mesa
421,Southern Border Cargo,2020,THA,170,Box/Carton,Ammi,CA Otay Mesa
422,Southern Border Cargo,2020,THA,234,Box/Carton,Anemone,CA Otay Mesa
423,Southern Border Cargo,2020,THA,13,Box/Carton,Asparagus (fern),CA Otay Mesa
424,Southern Border Cargo,2020,THA,149,Box/Carton,Astrantia,CA Otay Mesa
425,Southern Border Cargo,2020,THA,38,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
426,Southern Border Cargo,2020,THA,480,Box/Carton,"Bouquet, Rose",CA Otay Mesa
427,Southern Border Cargo,2020,THA,49,Box/Carton,Bupleurum,CA Otay Mesa
428,Southern Border Cargo,2020,THA,290,Box/Carton,Delphinium,CA Otay Mesa
429,Southern Border Cargo,2020,THA,1227,Box/Carton,Dianthus,CA Otay Mesa
430,Southern Border Cargo,2020,THA,8,Box/Carton,Echeveria,CA Otay Mesa
431,Southern Border Cargo,2020,THA,8,Box/Carton,Eryngium,CA Otay Mesa
432,Southern Border Cargo,2020,THA,840,Box/Carton,Eucalyptus,CA Otay Mesa
433,Southern Border Cargo,2020,THA,10,Box/Carton,Gerbera,CA Otay Mesa
434,Southern Border Cargo,2020,THA,21,Box/Carton,Gypsophila,CA Otay Mesa
435,Southern Border Cargo,2020,THA,21,Box/Carton,Gypsophila,CA Otay Mesa
436,Southern Border Cargo,2020,THA,32,Box/Carton,Helichrysum,CA Otay Mesa
437,Southern Border Cargo,2020,THA,10,Box/Carton,Hydrangea,CA Otay Mesa
438,Southern Border Cargo,2020,THA,8,Box/Carton,Hypericum,CA Otay Mesa
439,Southern Border Cargo,2020,THA,61,Box/Carton,Brassica,CA Otay Mesa
440,Southern Border Cargo,2020,THA,478,Box/Carton,Delphinium,CA Otay Mesa
441,Southern Border Cargo,2020,THA,480,Box/Carton,Lepidium,CA Otay Mesa
442,Southern Border Cargo,2020,THA,96,Box/Carton,Leucadendron,CA Otay Mesa
443,Southern Border Cargo,2020,THA,38,Box/Carton,Leucospermum,CA Otay Mesa
444,Southern Border Cargo,2020,THA,16,Box/Carton,Lilium,CA Otay Mesa
445,Southern Border Cargo,2020,THA,180,Box/Carton,Limonium,CA Otay Mesa
446,Southern Border Cargo,2020,THA,126,Box/Carton,Lisianthus,CA Otay Mesa
447,Southern Border Cargo,2020,THA,33,Box/Carton,Lysimachia,CA Otay Mesa
448,Southern Border Cargo,2020,THA,43,Box/Carton,Matthiola,CA Otay Mesa
449,Southern Border Cargo,2020,THA,10,Box/Carton,Nigella,CA Otay Mesa
450,Southern Border Cargo,2020,THA,1070,Box/Carton,Phlox,CA Otay Mesa
451,Southern Border Cargo,2020,THA,17,Box/Carton,Ranunculus,CA Otay Mesa
452,Southern Border Cargo,2020,THA,16,Box/Carton,Rosa,CA Otay Mesa
453,Southern Border Cargo,2020,THA,9,Box/Carton,Scabiosa,CA Otay Mesa
454,Southern Border Cargo,2020,THA,17,Box/Carton,Senecio,CA Otay Mesa
455,Southern Border Cargo,2020,THA,120,Box/Carton,Antirrhinum,CA Otay Mesa
456,Southern Border Cargo,2020,THA,1053,Box/Carton,Limonium,CA Otay Mesa
457,Southern Border Cargo,2020,THA,10,Box/Carton,Veronica,CA Otay Mesa
458,Southern Border Cargo,2020,THA,279,Box/Carton,Zantedeschia,CA Otay Mesa
459,Southern Border Cargo,2020,THA,152,Box/Carton,Alstroemeria,CA Otay Mesa
460,Southern Border Cargo,2020,THA,9,Box/Carton,Amaranthus,CA Otay Mesa
461,Southern Border Cargo,2020,THA,1050,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
462,Southern Border Cargo,2020,THA,240,Box/Carton,Delphinium,CA Otay Mesa
463,Southern Border Cargo,2020,THA,486,Box/Carton,Dianthus,CA Otay Mesa
464,Southern Border Cargo,2020,THA,63,Box/Carton,Gypsophila,CA Otay Mesa
465,Southern Border Cargo,2020,THA,240,Box/Carton,Hypericum,CA Otay Mesa
466,Southern Border Cargo,2020,THA,1050,Box/Carton,Rosa,CA Otay Mesa
467,Southern Border Cargo,2020,THA,1050,Box/Carton,Rosa,CA Otay Mesa
468,Southern Border Cargo,2020,THA,1050,Box/Carton,Dianthus,CA Otay Mesa
469,Southern Border Cargo,2020,THA,342,Box/Carton,Rosa,CA Otay Mesa
470,Southern Border Cargo,2020,THA,100,Stems,Bupleurum,CA Otay Mesa
471,Southern Border Cargo,2020,THA,300,Stems,Helianthus,CA Otay Mesa
472,Southern Border Cargo,2020,THA,200,Stems,Ammi,CA Otay Mesa
473,Southern Border Cargo,2020,THA,40,Stems,Leucadendron,CA Otay Mesa
474,Southern Border Cargo,2020,THA,300,Box/Carton,Eucalyptus,CA Otay Mesa
475,Southern Border Cargo,2020,THA,2990,Stems,Amaranthus,CA Otay Mesa
476,Southern Border Cargo,2020,THA,21,Box/Carton,Ammi,CA Otay Mesa
477,Southern Border Cargo,2020,THA,36,Box/Carton,Anemone,CA Otay Mesa
478,Southern Border Cargo,2020,THA,15,Box/Carton,Aster,CA Otay Mesa
479,Southern Border Cargo,2020,THA,186,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
480,Southern Border Cargo,2020,THA,80,Stems,Brassica,CA Otay Mesa
481,Southern Border Cargo,2020,THA,80,Stems,Bromelia,CA Otay Mesa
482,Southern Border Cargo,2020,THA,240,Stems,Bupleurum,CA Otay Mesa
483,Southern Border Cargo,2020,THA,80,Stems,Zantedeschia,CA Otay Mesa
484,Southern Border Cargo,2020,THA,120,Stems,Dianthus,CA Otay Mesa
485,Southern Border Cargo,2020,THA,80,Stems,Chrysanthemum,CA Otay Mesa
486,Southern Border Cargo,2020,THA,320,Stems,"Bouquet, Mixed",CA Otay Mesa
487,Southern Border Cargo,2020,THA,21,Box/Carton,Craspedia,CA Otay Mesa
488,Southern Border Cargo,2020,THA,9,Box/Carton,Delphinium,CA Otay Mesa
489,Southern Border Cargo,2020,THA,46080,Stems,Eryngium,CA Otay Mesa
490,Southern Border Cargo,2020,THA,34,Box/Carton,Gerbera,CA Otay Mesa
491,Southern Border Cargo,2020,THA,3750,Stems,Gladiolus,CA Otay Mesa
492,Southern Border Cargo,2020,THA,1900,Stems,Gypsophila,CA Otay Mesa
493,Southern Border Cargo,2020,THA,1800,Stems,Hydrangea,CA Otay Mesa
494,Southern Border Cargo,2020,THA,27,Box/Carton,Hypericum,CA Otay Mesa
495,Southern Border Cargo,2020,THA,28,Box/Carton,Kalanchoe,CA Otay Mesa
496,Southern Border Cargo,2020,THA,14,Box/Carton,Lepidium,CA Otay Mesa
497,Southern Border Cargo,2020,THA,22,Box/Carton,Leucadendron,CA Otay Mesa
498,Southern Border Cargo,2020,THA,22,Box/Carton,Leucospermum,CA Otay Mesa
499,Southern Border Cargo,2020,THA,187,Box/Carton,Liatris,CA Otay Mesa
500,Southern Border Cargo,2020,THA,320,Stems,Lilium,CA Otay Mesa
501,Southern Border Cargo,2020,THA,2218,Stems,Limonium,CA Otay Mesa
502,Southern Border Cargo,2020,THA,67,Box/Carton,Lisianthus,CA Otay Mesa
503,Southern Border Cargo,2020,THA,9,Box/Carton,Matthiola,CA Otay Mesa
504,Southern Border Cargo,2020,THA,20,Box/Carton,"Bouquet, Mixed",CA Otay Mesa
505,Southern Border Cargo,2020,THA,9,Box/Carton,Moluccella,CA Otay Mesa
506,Southern Border Cargo,2020,THA,17,Box/Carton,Protea,CA Otay Mesa
507,Southern Border Cargo,2020,TKL,10,Box/Carton,"Bouquet, Rose",CA Otay Mesa
508,Southern Border Cargo,2020,TTO,8,Box/Carton,Rosa,CA Otay Mesa
509,Southern Border Cargo,2020,TUR,30,Box/Carton,Scabiosa,CA Otay Mesa
510,Southern Border Cargo,2020,TUR,1120,Box/Carton,Senecio,CA Otay Mesa
511,Southern Border Cargo,2020,TWN,28,Box/Carton,Antirrhinum,CA Otay Mesa
512,Southern Border Cargo,2020,TWN,8,Box/Carton,Limonium,CA Otay Mesa
513,Southern Border Cargo,2020,TWN,10,Box/Carton,Helianthus,CA Otay Mesa
514,Southern Border Cargo,2020,TWN,46,Box/Carton,Veronica,CA Otay Mesa
515,Southern Border Cargo,2020,TWN,10,Box/Carton,Alstroemeria,CA Otay Mesa
516,Air Cargo,2011,AUS,700,Stems,Dianthus,CA San Francisco
517,Air Cargo,2011,AUS,960,Stems,Rosa,CA San Francisco
518,Air Cargo,2011,CAN,21,Box/Carton,Chrysanthemum (pom-pon),CA San Francisco
519,Air Cargo,2011,CAN,11,Box/Carton,Cocculus,CA San Francisco
520,Air Cargo,2011,CAN,15,Box/Carton,Alstroemeria,CA San Francisco
521,Air Cargo,2011,CAN,72,Box/Carton,Campanula,CA San Francisco
522,Air Cargo,2011,CAN,70,Stems,Gerbera,CA San Francisco
523,Air Cargo,2011,CAN,2000,Stems,Limonium,CA San Francisco
524,Air Cargo,2011,CAN,20,Stems,Pittosporum,CA San Francisco
525,Air Cargo,2011,CAN,980,Stems,Zantedeschia,CA San Francisco
526,Air Cargo,2011,CAN,26,Box/Carton,Dianthus,CA San Francisco
527,Air Cargo,2011,CAN,7050,Stems,Dianthus,CA San Francisco
528,Air Cargo,2011,CAN,2350,Stems,Dianthus (mini),CA San Francisco
529,Air Cargo,2011,CAN,6822,Stems,Zantedeschia,CA San Francisco
530,Air Cargo,2011,CAN,200,Stems,"Bouquet, Rose",CA San Francisco
531,Air Cargo,2011,CAN,15,Box/Carton,Strelitzia,CA San Francisco
532,Air Cargo,2011,CAN,8,Box/Carton,"Bouquet, Mixed",CA San Francisco
533,Air Cargo,2011,CAN,8,Box/Carton,Chrysanthemum,CA San Francisco
534,Air Cargo,2011,CAN,8,Box/Carton,Craspedia,CA San Francisco
535,Air Cargo,2011,CAN,11,Box/Carton,Eryngium,CA San Francisco
536,Air Cargo,2011,CAN,24,Box/Carton,Gypsophila,CA San Francisco
537,Air Cargo,2011,CAN,16,Box/Carton,Delphinium,CA San Francisco
538,Air Cargo,2011,CAN,9,Box/Carton,Lepidium,CA San Francisco
539,Air Cargo,2011,CAN,8,Box/Carton,Ranunculus,CA San Francisco
540,Air Cargo,2011,CAN,18,Box/Carton,Scabiosa,CA San Francisco
541,Air Cargo,2011,CAN,103,Box/Carton,Limonium,CA San Francisco
542,Air Cargo,2011,CAN,612,Stems,Eryngium,CA San Francisco
543,Air Cargo,2011,CAN,8,Box/Carton,Limonium,CA San Francisco
544,Air Cargo,2011,CAN,300,Box/Carton,Bupleurum,CA San Francisco
545,Air Cargo,2011,CAN,15,Box/Carton,Gerbera,CA San Francisco
546,Air Cargo,2011,CAN,126,Box/Carton,Godetia,CA San Francisco
547,Air Cargo,2011,CAN,75,Box/Carton,Hypericum,CA San Francisco
548,Air Cargo,2011,CAN,297,Box/Carton,Chrysanthemum,CA San Francisco
549,Air Cargo,2011,CAN,187,Box/Carton,Aster,CA San Francisco
550,Air Cargo,2011,CAN,480,Box/Carton,Livistona,CA San Francisco
551,Air Cargo,2011,CAN,56,Box/Carton,Pittosporum,CA San Francisco
552,Air Cargo,2011,CAN,135,Box/Carton,"Bouquet, Rose",CA San Francisco
553,Air Cargo,2011,CAN,9,Box/Carton,Chrysanthemum,CA San Francisco
554,Air Cargo,2011,CAN,82,Box/Carton,Dianthus (mini),CA San Francisco
555,Air Cargo,2011,CAN,259,Box/Carton,"Bouquet, Mixed",CA San Francisco
556,Air Cargo,2011,CAN,139,Box/Carton,Senecio,CA San Francisco
557,Air Cargo,2011,CAN,80,Stems,Chrysanthemum (pom-pon),CA San Francisco
558,Air Cargo,2012,CAN,30,Box/Carton,Ruscus,CA San Francisco
559,Air Cargo,2012,CAN,220,Stems,Godetia,CA San Francisco
560,Air Cargo,2012,CAN,180,Stems,Gypsophila,CA San Francisco
561,Air Cargo,2012,CAN,26,Box/Carton,Rosa,CA San Francisco
562,Air Cargo,2012,CAN,24,Box/Carton,"Bouquet, Rose",CA San Francisco
563,Air Cargo,2012,CAN,12,Box/Carton,Achillea,CA San Francisco
564,Air Cargo,2012,CAN,72,Box/Carton,Anemone,CA San Francisco
565,Air Cargo,2012,CAN,9,Box/Carton,Anigozanthos,CA San Francisco
566,Air Cargo,2012,CAN,83,Box/Carton,Paeonia,CA San Francisco
567,Air Cargo,2012,CAN,19,Box/Carton,Eucalyptus,CA San Francisco
568,Air Cargo,2012,CAN,3000,Stems,Gentiana,CA San Francisco
569,Air Cargo,2012,CAN,12,Box/Carton,Muscari,CA San Francisco
570,Air Cargo,2012,CAN,142600,Stems,Phalaenopsis,CA San Francisco
571,Air Cargo,2012,CAN,100,Stems,Vanda,CA San Francisco
572,Air Cargo,2012,CAN,24,Stems,Rosa,CA San Francisco
573,Air Cargo,2012,CAN,114,Stems,"Bouquet, Rose",CA San Francisco
574,Air Cargo,2012,CAN,20,Box/Carton,Rosa,CA San Francisco
575,Air Cargo,2012,CAN,10,Box/Carton,Alstroemeria,CA San Francisco
576,Air Cargo,2012,CAN,15,Box/Carton,Aster,CA San Francisco
577,Air Cargo,2012,CAN,11,Box/Carton,Chrysanthemum (pom-pon),CA San Francisco
578,Air Cargo,2012,CAN,212,Box/Carton,Solidago,CA San Francisco
579,Air Cargo,2012,CAN,10,Box/Carton,Veronica,CA San Francisco
580,Air Cargo,2012,CAN,10,Box/Carton,Lilium,CA San Francisco
581,Air Cargo,2012,CAN,55,Box/Carton,"Bouquet, Mixed",CA San Francisco
582,Air Cargo,2012,CAN,24,Box/Carton,Eucalyptus,CA San Francisco
583,Air Cargo,2012,CAN,273,Box/Carton,Antirrhinum,CA San Francisco
584,Air Cargo,2012,CAN,194,Box/Carton,Craspedia,CA San Francisco
585,Air Cargo,2012,CAN,106,Box/Carton,Cocculus,CA San Francisco
586,Air Cargo,2012,CAN,128,Box/Carton,Solidago,CA San Francisco
587,Air Cargo,2012,CAN,97,Box/Carton,Chrysanthemum,CA San Francisco
588,Air Cargo,2012,CAN,34,Box/Carton,Liriodendron,CA San Francisco
589,Air Cargo,2012,CAN,28,Box/Carton,Aster,CA San Francisco
590,Air Cargo,2012,CAN,33,Box/Carton,Campanula,CA San Francisco
591,Air Cargo,2012,CAN,21,Box/Carton,Antirrhinum,CA San Francisco
592,Air Cargo,2012,CAN,21,Box/Carton,Limonium,CA San Francisco
593,Air Cargo,2012,CAN,23,Box/Carton,Eryngium,CA San Francisco
594,Air Cargo,2012,CAN,19,Box/Carton,Chrysanthemum (pom-pon),CA San Francisco
595,Air Cargo,2012,CAN,46,Box/Carton,Rosa,CA San Francisco
596,Air Cargo,2012,CAN,180,Box/Carton,Alstroemeria,CA San Francisco
597,Air Cargo,2012,CAN,16,Box/Carton,Amaranthus,CA San Francisco
598,Air Cargo,2012,CAN,70,Box/Carton,Dianthus,CA San Francisco
599,Air Cargo,2012,CAN,62,Box/Carton,Liatris,CA San Francisco
600,Air Cargo,2012,CAN,25,Box/Carton,Lilium,CA San Francisco
601,Air Cargo,2012,CAN,16,Box/Carton,Bromelia,CA San Francisco
602,Air Cargo,2012,CAN,19,Box/Carton,Delphinium,CA San Francisco
603,Air Cargo,2012,CAN,37,Box/Carton,Liatris,CA San Francisco
604,Air Cargo,2012,CAN,24,Box/Carton,Lilium,CA San Francisco
605,Air Cargo,2012,CAN,30,Box/Carton,Campanula,CA San Francisco
606,Air Cargo,2012,CAN,25,Box/Carton,Eryngium,CA San Francisco
607,Air Cargo,2012,CAN,9,Box/Carton,Gypsophila,CA San Francisco
608,Air Cargo,2012,CAN,9,Box/Carton,Solidago,CA San Francisco
609,Air Cargo,2012,CAN,17,Box/Carton,"Bouquet, Mixed",CA San Francisco
610,Air Cargo,2012,CAN,9,Box/Carton,"Bouquet, Rose",CA San Francisco
611,Air Cargo,2013,CAN,11,Box/Carton,"Bouquet, Rose",CA San Francisco
612,Air Cargo,2013,COL,13,Box/Carton,Limonium,CA San Francisco
613,Air Cargo,2013,COL,42,Box/Carton,Alchemilla,CA San Francisco
614,Air Cargo,2013,COL,10,Box/Carton,Trachelium,CA San Francisco
615,Air Cargo,2013,COL,23,Box/Carton,Rosa,CA San Francisco
616,Air Cargo,2013,COL,50,Box/Carton,Limonium,CA San Francisco
617,Air Cargo,2013,COL,15,Box/Carton,Moluccella,CA San Francisco
618,Air Cargo,2013,COL,12,Box/Carton,Bupleurum,CA San Francisco
619,Air Cargo,2013,COL,36,Box/Carton,Leucadendron,CA San Francisco
620,Air Cargo,2013,COL,29,Box/Carton,Craspedia,CA San Francisco
621,Air Cargo,2013,COL,35,Box/Carton,Senecio,CA San Francisco
622,Air Cargo,2013,COL,12,Box/Carton,Moluccella,CA San Francisco
623,Air Cargo,2013,COL,43,Box/Carton,Bupleurum,CA San Francisco
624,Air Cargo,2013,COL,35,Box/Carton,Chrysanthemum,CA San Francisco
625,Air Cargo,2013,CRI,35,Box/Carton,Hypericum,CA San Francisco
626,Air Cargo,2013,CRI,24,Box/Carton,Moluccella,CA San Francisco
627,Air Cargo,2013,CRI,140,Box/Carton,Senecio,CA San Francisco
628,Air Cargo,2013,CRI,36,Box/Carton,Rosa,CA San Francisco
629,Air Cargo,2013,CRI,20,Box/Carton,Hyacinthus,CA San Francisco
630,Air Cargo,2013,CRI,18,Box/Carton,Scabiosa,CA San Francisco
631,Air Cargo,2013,CRI,38,Box/Carton,Allium,CA San Francisco
632,Air Cargo,2013,CRI,10,Box/Carton,Pittosporum,CA San Francisco
633,Air Cargo,2013,CRI,8,Box/Carton,Chrysanthemum (pom-pon),CA San Francisco
634,Air Cargo,2013,CRI,10,Box/Carton,Strelitzia,CA San Francisco
635,Air Cargo,2013,CRI,41,Box/Carton,"Bouquet, Mixed",CA San Francisco
636,Air Cargo,2013,CRI,15,Box/Carton,Matthiola,CA San Francisco
637,Air Cargo,2013,CRI,17,Box/Carton,Amaranthus,CA San Francisco
638,Air Cargo,2013,CRI,35,Box/Carton,Senecio,CA San Francisco
639,Air Cargo,2013,CRI,34,Box/Carton,Veronica,CA San Francisco
640,Air Cargo,2013,CRI,58,Box/Carton,Alstroemeria,CA San Francisco
641,Air Cargo,2013,CRI,11,Box/Carton,Amaranthus,CA San Francisco
642,Air Cargo,2013,CRI,15,Box/Carton,Bupleurum,CA San Francisco
643,Air Cargo,2013,CRI,20,Box/Carton,Gypsophila,CA San Francisco
644,Air Cargo,2013,ECU,41,Box/Carton,Matthiola,CA San Francisco
645,Air Cargo,2013,ECU,19,Box/Carton,Moluccella,CA San Francisco
646,Air Cargo,2013,ECU,38,Box/Carton,Delphinium,CA San Francisco
647,Air Cargo,2013,ECU,37,Box/Carton,Eryngium,CA San Francisco
648,Air Cargo,2013,ECU,14,Box/Carton,Gypsophila,CA San Francisco
649,Air Cargo,2013,ECU,20,Box/Carton,Solidago,CA San Francisco
650,Air Cargo,2013,ETH,18,Box/Carton,Ozothamnus,CA San Francisco
651,Air Cargo,2013,ETH,13,Box/Carton,Solidago,CA San Francisco
652,Air Cargo,2013,ETH,8,Box/Carton,Limonium,CA San Francisco
653,Air Cargo,2013,ETH,11,Box/Carton,Anemone,CA San Francisco
654,Air Cargo,2013,ETH,42,Box/Carton,Dianthus,CA San Francisco
655,Air Cargo,2013,ETH,105,Box/Carton,Dianthus,CA San Francisco
656,Air Cargo,2013,ETH,27,Box/Carton,Dianthus,CA San Francisco
657,Air Cargo,2013,FRA,38,Box/Carton,Agapanthus,CA San Francisco
658,Air Cargo,2013,FRA,36,Box/Carton,Alstroemeria,CA San Francisco
659,Air Cargo,2013,GBR,540,Box/Carton,Aster,CA San Francisco
660,Air Cargo,2013,GTM,24,Box/Carton,Brassica,CA San Francisco
661,Air Cargo,2013,GTM,33,Box/Carton,"Bouquet, Rose",CA San Francisco
662,Air Cargo,2013,GTM,100,Box/Carton,Strelitzia,CA San Francisco
663,Air Cargo,2014,GTM,25,Box/Carton,"Bouquet, Mixed",CA San Francisco
664,Air Cargo,2014,IRE,21,Box/Carton,Dianthus,CA San Francisco
665,Air Cargo,2014,IRE,15,Box/Carton,Leucospermum,CA San Francisco
666,Air Cargo,2014,ISR,18,Box/Carton,"Bouquet, Mixed",CA San Francisco
667,Air Cargo,2014,ISR,44,Box/Carton,"Bouquet, Mixed",CA San Francisco
668,Air Cargo,2014,ITA,26,Box/Carton,Chrysanthemum (pom-pon),CA San Francisco
669,Air Cargo,2014,ITA,20,Box/Carton,Hydrangea,CA San Francisco
670,Air Cargo,2014,ITA,20,Box/Carton,Ruscus,CA San Francisco
671,Air Cargo,2014,ITA,37,Box/Carton,Antirrhinum,CA San Francisco
672,Air Cargo,2014,ITA,31,Box/Carton,Aster,CA San Francisco
673,Air Cargo,2014,ITA,11,Box/Carton,Rosa,CA San Francisco
674,Air Cargo,2014,ITA,20,Box/Carton,Aster,CA San Francisco
675,Air Cargo,2014,JPN,59,Box/Carton,Zantedeschia,CA San Francisco
